pincode,state,locality_name,area_type,year,population,total_crimes,crime_rate_per_100k,murder_cases,rape_cases,kidnapping_cases,robbery_cases,theft_cases,burglary_cases,fraud_cases,domestic_violence_cases,crimes_against_women,crimes_against_tourists,insurgency_incidents,flood_events,flood_affected_population,landslide_events,landslide_affected_population,earthquake_events,max_earthquake_magnitude,lightning_strikes,forest_fires,cyclone_events,road_accidents,road_fatalities,road_injuries,railway_accidents,aviation_incidents,emergency_response_time_minutes,annual_rainfall_mm,rainfall_variability_coefficient,max_temperature_celsius,min_temperature_celsius,extreme_weather_days,monsoon_onset_deviation_days,hospitals_per_100k,police_stations_per_100k,fire_stations_per_100k,mobile_network_coverage_percent,internet_connectivity_percent,road_connectivity_index,power_supply_reliability_percent,crime_score,natural_hazard_score,transport_safety_score,infrastructure_score,composite_safety_score,risk_category
795196,Manipur,Thoubal West,Hill Station,2024,2862,1,34.94,0,0,1,0,0,0,0,0,0,2,0,3,294,2,148,4,4.3,12,2,0,0,0,0,0,0,13.7,3859.9,0.299,26.6,8.7,16,8,22.1,25.6,6.4,67.7,86.2,50.9,60.9,95.63,34,95.0,42.93,71.71,Safe
795197,Manipur,Bishnupur Old,Tea Garden,2019,2235,5,223.71,0,1,2,0,2,0,0,0,1,0,0,3,570,3,116,2,3.5,7,0,0,0,0,0,0,0,67.8,1276.1,0.201,34.2,15.2,16,-17,38.3,5.8,5.6,69.3,51.7,70.4,65.6,72.04,52,95.0,42.75,68.84,Safe
795197,Manipur,Bishnupur Old,Tea Garden,2020,2257,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3,370,0,0,4,6.7,13,0,0,0,0,0,0,0,52.8,1626.1,0.303,34.3,8.9,17,-9,9.6,14.5,8.8,97.9,67.9,41.3,67.0,100.0,58,95.0,38.39,79.99,Safe
795197,Manipur,Bishnupur Old,Tea Garden,2021,2279,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,337,2,76,4,3.8,15,0,0,0,0,0,0,0,23.9,3396.0,0.361,30.5,13.1,28,-12,8.0,22.0,2.6,77.2,47.8,36.8,50.4,100.0,58,95.0,35.19,79.67,Safe
795197,Manipur,Bishnupur Old,Tea Garden,2022,2302,1,43.44,0,0,0,1,0,0,0,1,1,0,0,3,513,2,102,4,4.8,13,0,0,1,0,1,0,0,15.4,1021.2,0.314,34.6,13.6,23,16,36.1,14.3,7.7,80.9,25.7,71.3,61.3,94.57,46,100.0,46.94,76.59,Safe
795197,Manipur,Bishnupur Old,Tea Garden,2023,2324,6,258.18,0,1,1,0,2,1,1,0,2,0,1,2,319,1,87,3,4.6,19,0,0,0,0,0,0,0,36.0,929.2,0.33,37.7,18.2,18,-15,23.3,21.3,7.3,83.1,25.6,58.8,51.1,67.73,64,95.0,43.37,70.99,Safe
795197,Manipur,Bishnupur Old,Tea Garden,2024,2346,4,170.5,0,0,2,0,2,0,0,0,0,0,2,4,277,3,173,3,7.3,13,0,0,1,0,1,0,0,33.9,1192.2,0.13,32.8,19.5,22,-1,27.8,19.1,1.8,90.5,44.3,50.0,61.4,78.69,40,100.0,45.01,69.04,Safe
795199,Manipur,Churachandpur North,Semi-Urban,2019,4115,5,121.51,0,0,1,0,3,0,1,1,2,0,4,3,668,0,0,1,3.3,7,0,0,1,0,1,0,0,33.7,2459.0,0.248,34.3,14.3,15,-19,14.3,24.0,7.7,94.1,85.7,99.0,84.3,84.81,76,100.0,54.01,82.89,Very Safe
795199,Manipur,Churachandpur North,Semi-Urban,2020,4156,9,216.55,0,1,1,1,2,1,3,0,2,0,5,4,272,2,148,0,0.0,16,0,0,0,0,0,0,0,44.7,1467.7,0.311,36.0,14.3,16,15,21.7,4.2,3.6,70.6,93.3,87.7,70.8,72.93,64,95.0,40.76,72.55,Safe
795199,Manipur,Churachandpur North,Semi-Urban,2021,4197,6,142.96,0,1,2,0,0,3,0,0,2,0,5,4,1175,0,0,1,7.3,13,0,0,1,0,1,0,0,54.0,1912.3,0.189,37.7,8.8,28,-1,30.2,6.6,13.3,90.4,89.8,57.4,97.3,82.13,70,100.0,46.48,79.39,Safe
795199,Manipur,Churachandpur North,Semi-Urban,2022,4238,5,117.98,0,2,1,0,2,0,0,1,4,0,7,0,0,2,144,2,5.9,13,0,0,2,0,4,0,0,35.4,3576.9,0.172,30.3,10.7,22,12,49.2,32.3,16.0,89.2,67.5,52.5,99.0,85.25,76,100.0,62.31,83.87,Very Safe
795199,Manipur,Churachandpur North,Semi-Urban,2023,4279,6,140.22,0,0,2,0,3,1,0,0,0,0,1,6,1087,2,405,6,3.8,16,0,0,3,0,4,0,0,39.2,3179.3,0.2,29.0,11.2,21,17,35.2,32.7,8.8,82.8,85.5,103.8,90.2,82.47,16,100.0,63.6,65.03,Safe
795199,Manipur,Churachandpur North,Semi-Urban,2024,4320,2,46.3,0,0,0,0,2,0,0,0,1,0,3,2,1187,4,107,2,6.9,12,0,0,0,0,0,0,0,34.7,1775.6,0.309,28.2,17.7,26,-18,23.3,23.9,16.2,72.2,87.9,92.2,56.3,94.21,52,95.0,48.41,77.17,Safe
793008,Meghalaya,Baghmara East,Border Area,2019,1769,3,169.59,0,2,0,0,1,0,0,0,3,0,4,7,313,0,0,2,5.7,11,0,0,0,0,0,0,0,39.4,3907.9,0.163,37.8,11.7,18,-7,32.6,20.2,9.4,71.7,25.6,58.7,51.8,78.8,46,95.0,43.99,69.53,Safe
793008,Meghalaya,Baghmara East,Border Area,2020,1787,2,111.92,0,1,1,0,0,0,0,0,1,0,5,6,162,2,99,1,7.3,7,0,0,0,0,0,0,0,53.9,1164.2,0.317,29.8,10.1,15,-9,31.6,12.6,1.1,79.3,46.7,53.9,35.1,86.01,46,95.0,38.47,71.5,Safe
793008,Meghalaya,Baghmara East,Border Area,2021,1804,2,110.86,0,0,0,0,2,0,0,0,0,0,6,2,210,5,48,0,0.0,18,0,0,0,0,0,0,0,25.5,2107.0,0.389,35.5,15.7,26,4,26.4,5.4,4.1,64.8,23.3,38.4,50.3,86.14,58,95.0,31.78,74.48,Safe
793008,Meghalaya,Baghmara East,Border Area,2022,1822,1,54.88,0,0,0,0,1,0,0,0,0,0,7,4,297,4,56,3,3.1,11,0,0,0,0,0,0,0,38.3,2900.1,0.189,30.1,12.1,29,1,25.3,8.3,5.6,92.5,32.5,54.6,40.4,93.14,34,95.0,37.59,70.31,Safe
793008,Meghalaya,Baghmara East,Border Area,2023,1840,3,163.04,0,0,0,1,2,0,0,0,0,0,2,5,418,1,97,3,3.2,12,0,0,0,0,0,0,0,70.5,1936.8,0.27,37.6,12.7,19,13,11.0,9.1,4.0,90.0,42.4,41.2,49.4,79.62,46,95.0,32.83,68.7,Safe
793008,Meghalaya,Baghmara East,Border Area,2024,1857,3,161.55,0,0,1,0,0,2,0,1,1,0,2,7,279,1,171,2,5.7,12,0,0,0,0,0,0,0,49.5,1787.0,0.381,32.0,11.5,22,14,29.1,16.4,8.9,67.3,34.6,38.1,41.2,79.81,40,95.0,36.26,67.31,Safe
793011,Meghalaya,Baghmara Hill,Hill Station,2019,2356,1,42.44,0,0,0,1,0,0,0,0,0,0,0,7,461,10,107,2,4.9,8,0,0,1,0,2,0,0,53.9,4319.7,0.245,27.7,7.6,29,12,40.5,8.1,4.0,81.4,67.0,61.6,50.4,94.69,0,100.0,42.67,62.41,Moderate Risk
793011,Meghalaya,Baghmara Hill,Hill Station,2020,2380,2,84.03,0,0,2,0,0,0,0,0,0,0,0,6,694,3,112,1,6.0,8,2,0,0,0,0,0,0,55.4,4449.9,0.376,21.2,3.6,19,10,46.2,24.8,14.6,70.2,82.5,91.3,50.1,89.5,28,95.0,54.08,68.88,Safe
793011,Meghalaya,Baghmara Hill,Hill Station,2021,2404,1,41.6,0,0,0,0,1,0,0,0,0,1,0,6,455,1,234,0,0.0,12,3,0,0,0,0,0,0,25.7,1657.8,0.314,25.7,2.8,24,7,25.4,19.8,12.1,89.3,51.6,75.1,71.4,94.8,40,95.0,49.44,73.87,Safe
793011,Meghalaya,Baghmara Hill,Hill Station,2022,2427,0,0.0,0,0,0,0,0,0,0,0,0,1,0,6,376,3,170,3,3.0,11,3,0,1,0,1,0,0,58.8,1145.3,0.289,23.9,8.0,25,2,49.1,6.2,5.6,87.9,43.6,85.9,61.6,100.0,10,100.0,50.32,68.03,Safe
793011,Meghalaya,Baghmara Hill,Hill Station,2023,2451,0,0.0,0,0,0,0,0,0,0,0,0,1,1,8,149,6,172,2,6.9,15,4,0,1,0,2,0,0,16.7,1379.9,0.148,23.1,11.9,19,-2,13.3,28.3,7.9,91.1,66.1,50.9,64.7,100.0,0,100.0,45.47,64.55,Moderate Risk
793011,Meghalaya,Baghmara Hill,Hill Station,2024,2474,2,80.84,0,0,0,0,1,0,1,0,0,1,0,2,195,5,165,5,5.6,13,3,0,0,0,0,0,0,48.6,4562.9,0.183,20.1,8.5,35,-3,17.4,3.6,7.4,78.8,52.9,48.7,71.9,89.89,10,95.0,35.03,61.72,Moderate Risk
793012,Meghalaya,Tura Valley,Industrial Area,2019,6247,2,32.02,0,0,1,0,1,0,0,0,1,0,0,3,441,2,532,5,6.3,8,0,0,3,0,2,0,0,11.3,2595.3,0.188,34.0,14.4,22,2,55.1,36.7,10.3,71.1,114.0,117.3,74.0,96.0,40,100.0,68.97,77.5,Safe
793012,Meghalaya,Tura Valley,Industrial Area,2020,6310,9,142.63,0,2,0,0,4,1,2,1,6,0,1,2,1814,2,615,2,5.7,9,0,0,2,0,1,0,0,36.4,2027.5,0.211,34.4,16.2,20,15,20.1,23.5,18.5,85.1,104.3,77.8,119.6,82.17,64,100.0,56.17,78.58,Safe
793012,Meghalaya,Tura Valley,Industrial Area,2021,6372,4,62.77,0,0,1,0,0,3,0,1,2,0,1,5,1492,4,244,0,0.0,12,0,0,2,0,4,0,0,21.2,3418.5,0.196,32.3,19.4,27,-15,27.8,6.5,6.3,84.6,116.2,116.7,89.2,92.15,46,100.0,52.21,76.27,Safe
793012,Meghalaya,Tura Valley,Industrial Area,2022,6435,9,139.86,0,1,4,0,1,2,1,2,5,0,1,4,1258,1,422,1,6.4,13,0,0,3,0,4,0,0,23.5,3199.4,0.349,30.0,18.4,17,-8,23.3,27.2,3.1,66.7,110.2,119.7,80.4,82.52,64,100.0,56.44,78.72,Safe
793012,Meghalaya,Tura Valley,Industrial Area,2023,6497,4,61.57,0,2,1,0,1,0,0,1,3,0,1,2,1433,7,608,2,5.6,12,0,0,3,0,5,0,0,9.5,1349.3,0.319,28.7,9.5,18,-1,41.1,25.4,18.6,76.8,66.2,115.8,105.9,92.3,34,100.0,65.26,74.03,Safe
793012,Meghalaya,Tura Valley,Industrial Area,2024,6560,5,76.22,0,0,1,0,1,1,2,0,1,0,0,2,1517,3,129,0,0.0,12,0,0,2,0,3,0,0,28.1,2333.9,0.397,30.1,17.5,19,-1,49.1,25.0,17.6,60.8,58.6,89.9,95.8,90.47,70,100.0,59.97,83.66,Very Safe
793019,Meghalaya,Jowai West,Hill Station,2019,4670,2,42.83,0,1,0,0,1,0,0,1,3,1,0,5,467,7,179,1,4.5,14,1,0,0,0,0,0,0,14.6,2357.7,0.127,22.5,2.9,19,14,30.9,22.7,9.4,66.0,53.7,61.8,85.3,94.65,16,95.0,48.99,66.58,Safe
793019,Meghalaya,Jowai West,Hill Station,2020,4716,2,42.41,0,0,1,0,1,0,0,0,0,1,2,6,591,3,282,5,4.9,11,0,0,1,0,0,0,0,39.9,2984.9,0.362,22.2,10.3,34,-18,43.9,9.1,10.8,78.7,55.6,71.2,83.4,94.7,16,100.0,49.78,67.92,Safe
793019,Meghalaya,Jowai West,Hill Station,2021,4763,0,0.0,0,0,0,0,0,0,0,0,0,1,0,6,1163,0,0,1,3.1,12,2,0,1,0,1,0,1,34.0,3308.8,0.208,21.9,3.5,25,18,21.2,11.3,6.0,88.0,66.8,61.0,77.7,100.0,46,100.0,43.28,78.13,Safe
793019,Meghalaya,Jowai West,Hill Station,2022,4810,1,20.79,0,0,0,0,0,1,0,0,0,0,2,8,1238,8,167,3,7.4,16,2,0,0,0,0,0,0,11.8,1166.8,0.243,25.1,5.3,14,12,20.2,25.7,9.4,72.3,77.9,91.4,94.8,97.4,0,95.0,53.73,63.21,Moderate Risk
793019,Meghalaya,Jowai West,Hill Station,2023,4857,1,20.59,0,1,0,0,0,0,0,0,1,0,3,4,996,3,236,2,4.0,19,4,0,3,0,3,0,0,53.6,3274.6,0.24,25.8,7.9,17,-6,35.8,12.8,6.5,61.7,57.0,40.0,80.4,97.43,22,100.0,41.73,69.87,Safe
793019,Meghalaya,Jowai West,Hill Station,2024,4903,0,0.0,0,0,0,0,0,0,0,0,1,0,2,8,247,1,318,1,4.6,11,2,0,0,0,0,0,0,33.7,2727.8,0.311,26.4,8.3,25,5,31.2,18.7,14.1,73.7,84.8,70.5,68.8,100.0,28,95.0,47.38,71.89,Safe
793021,Meghalaya,Jowai Bazaar,Commercial Hub,2019,9149,2,21.86,0,0,0,1,0,1,0,0,1,0,1,3,1832,2,312,1,6.7,6,0,0,3,0,3,0,0,21.0,2711.7,0.165,30.1,12.1,20,-15,43.0,27.2,13.2,80.6,92.5,85.9,131.2,97.27,64,100.0,66.47,84.89,Very Safe
793021,Meghalaya,Jowai Bazaar,Commercial Hub,2020,9241,4,43.29,0,0,1,0,1,2,0,0,3,0,2,6,1170,0,0,0,0.0,16,0,0,5,0,4,0,0,9.4,856.1,0.141,28.6,9.0,16,7,40.7,15.0,8.2,90.0,100.5,74.9,108.9,94.59,64,100.0,57.19,83.03,Very Safe
793021,Meghalaya,Jowai Bazaar,Commercial Hub,2021,9332,8,85.73,0,0,2,2,2,0,2,1,2,0,0,3,1966,2,421,3,4.0,12,0,0,2,0,4,1,0,8.4,1146.5,0.221,30.8,11.9,27,-10,65.6,33.2,21.2,81.7,139.4,86.4,115.4,89.28,52,100.0,73.49,79.2,Safe
793021,Meghalaya,Jowai Bazaar,Commercial Hub,2022,9424,2,21.22,0,0,2,0,0,0,0,0,1,0,0,5,1130,5,908,1,5.7,7,0,0,5,0,11,0,0,31.0,3564.3,0.164,28.3,9.2,18,0,64.2,26.6,20.1,85.4,101.8,86.2,106.1,97.35,34,100.0,69.39,76.21,Safe
793021,Meghalaya,Jowai Bazaar,Commercial Hub,2023,9515,7,73.57,0,1,2,0,4,0,0,0,1,0,1,7,1378,1,194,0,0.0,14,0,0,3,0,2,0,0,12.0,1875.1,0.173,32.4,11.7,19,10,70.4,8.0,15.2,80.4,75.9,69.5,148.3,90.8,52,100.0,66.15,79.0,Safe
793021,Meghalaya,Jowai Bazaar,Commercial Hub,2024,9607,3,31.23,0,0,0,0,2,0,1,0,1,0,1,3,2879,1,597,2,6.1,19,0,0,2,0,4,0,0,28.8,1805.9,0.343,35.6,15.0,22,14,43.9,41.1,14.6,75.0,141.5,75.5,110.0,96.1,64,100.0,67.39,84.57,Very Safe
793024,Meghalaya,Williamnagar East,Industrial Area,2019,6836,1,14.63,0,0,0,0,0,0,1,2,2,0,1,1,1105,3,442,1,6.8,19,0,0,6,0,14,0,0,43.2,3895.8,0.288,37.4,14.0,20,-1,29.3,7.1,3.3,66.3,54.7,119.6,66.2,98.17,70,100.0,47.45,85.11,Very Safe
793024,Meghalaya,Williamnagar East,Industrial Area,2020,6904,4,57.94,0,0,0,1,3,0,0,1,1,0,2,3,2037,2,248,1,3.9,7,0,0,5,0,12,0,0,33.9,2720.6,0.316,28.0,14.1,21,2,36.8,26.0,7.1,82.1,53.8,57.2,114.7,92.76,64,100.0,57.96,82.46,Very Safe
793024,Meghalaya,Williamnagar East,Industrial Area,2021,6972,8,114.74,0,0,2,1,2,2,1,0,0,0,1,2,941,1,236,1,7.0,8,0,0,3,0,5,0,0,16.6,2860.6,0.36,36.7,14.2,20,11,35.9,23.4,7.7,80.1,63.5,86.0,83.1,85.66,76,100.0,55.88,83.37,Very Safe
793024,Meghalaya,Williamnagar East,Industrial Area,2022,7041,10,142.03,0,2,2,0,4,1,1,0,2,0,0,4,1859,2,319,3,6.6,13,0,0,0,0,0,0,0,35.8,3936.0,0.346,28.9,10.0,21,12,18.4,18.8,5.8,93.7,71.6,85.0,119.9,82.25,46,95.0,55.96,71.93,Safe
793024,Meghalaya,Williamnagar East,Industrial Area,2023,7109,5,70.33,0,0,1,0,1,1,2,1,1,0,2,1,1524,1,483,0,0.0,14,0,0,3,0,3,0,0,11.3,2977.3,0.145,37.2,19.0,17,2,27.0,33.9,12.4,96.7,83.3,102.5,76.5,91.21,88,100.0,61.61,89.48,Very Safe
793024,Meghalaya,Williamnagar East,Industrial Area,2024,7178,5,69.66,0,1,1,0,2,0,1,1,6,0,0,3,897,4,422,0,0.0,11,0,0,2,0,4,0,0,8.1,1101.0,0.311,29.0,11.2,22,0,53.3,30.2,2.8,96.5,54.2,63.4,113.6,91.29,58,100.0,67.24,81.08,Very Safe
793033,Meghalaya,Shillong Old,Hill Station,2019,7932,4,50.43,0,1,1,0,1,1,0,1,2,0,0,10,1670,5,658,4,3.9,8,1,0,5,0,7,0,0,10.0,2147.3,0.16,26.6,4.9,26,-12,37.8,19.0,3.3,76.2,57.7,68.0,52.0,93.7,0,100.0,46.97,62.49,Moderate Risk
793033,Meghalaya,Shillong Old,Hill Station,2020,8012,0,0.0,0,0,0,0,0,0,0,0,0,0,1,11,2373,2,138,5,6.0,13,1,0,3,0,5,0,0,23.6,2853.5,0.232,25.3,5.5,23,-7,17.5,13.4,4.4,70.0,79.5,89.7,50.5,100.0,0,100.0,40.75,64.07,Moderate Risk
793033,Meghalaya,Shillong Old,Hill Station,2021,8091,1,12.36,0,0,0,0,1,0,0,0,0,0,1,7,2172,2,653,3,5.6,13,0,0,2,0,4,0,0,34.3,4011.3,0.263,26.5,7.5,21,-19,36.6,23.1,12.4,64.6,68.4,89.4,57.3,98.46,28,100.0,50.53,72.91,Safe
793033,Meghalaya,Shillong Old,Hill Station,2022,8170,1,12.24,0,0,0,0,1,0,0,0,0,1,0,4,491,2,405,1,4.7,12,2,0,3,0,4,0,0,51.5,4177.5,0.172,22.5,2.3,26,0,19.5,19.0,12.0,83.4,80.7,85.5,65.7,98.47,46,100.0,47.24,77.99,Safe
793033,Meghalaya,Shillong Old,Hill Station,2023,8250,0,0.0,0,0,0,0,0,0,0,0,0,1,0,4,1686,9,302,2,4.6,6,1,0,2,0,2,0,0,53.7,4388.8,0.131,22.7,5.4,20,0,11.3,4.2,2.4,77.8,42.6,54.8,52.2,100.0,4,100.0,31.43,64.34,Moderate Risk
793033,Meghalaya,Shillong Old,Hill Station,2024,8329,3,36.02,0,0,1,0,2,0,0,0,0,1,1,4,716,3,656,1,6.0,11,2,0,3,0,3,0,0,18.6,2498.1,0.392,21.8,7.6,22,7,31.3,15.3,1.7,88.6,74.0,88.7,55.0,95.5,40,100.0,48.68,75.29,Safe
793040,Meghalaya,Williamnagar New,Hill Station,2019,3864,1,25.88,0,0,0,0,1,0,0,0,0,0,2,1,844,5,319,3,6.8,10,3,0,0,0,0,0,0,27.1,4348.7,0.373,22.8,6.0,23,-1,14.1,19.9,8.2,71.9,53.0,72.6,61.7,96.77,28,95.0,42.0,70.22,Safe
793040,Meghalaya,Williamnagar New,Hill Station,2020,3903,2,51.24,0,1,0,0,1,0,0,0,1,0,0,2,1103,4,288,3,6.3,15,3,0,0,0,0,0,0,15.4,2967.3,0.25,25.9,9.4,25,-3,49.0,9.0,13.9,69.2,53.7,53.5,61.5,93.59,28,95.0,44.18,69.33,Safe
793040,Meghalaya,Williamnagar New,Hill Station,2021,3941,4,101.5,0,0,1,1,0,0,2,1,1,1,0,8,283,5,364,5,6.8,14,0,0,0,0,0,0,0,58.5,2847.2,0.271,26.3,3.8,25,15,27.3,15.9,1.6,89.4,89.3,47.8,69.8,87.31,0,95.0,44.2,58.73,Moderate Risk
793040,Meghalaya,Williamnagar New,Hill Station,2022,3980,2,50.25,0,1,0,0,0,1,0,0,2,1,0,7,246,1,346,6,3.6,15,1,0,0,0,0,0,0,22.5,1647.2,0.35,23.8,3.2,34,13,34.6,10.9,12.3,87.7,49.4,66.5,92.3,93.72,10,95.0,49.76,64.53,Moderate Risk
793040,Meghalaya,Williamnagar New,Hill Station,2023,4019,1,24.88,0,0,0,0,1,0,0,0,0,1,0,3,698,5,51,1,3.8,13,1,0,5,0,7,0,0,27.8,4044.7,0.358,23.3,3.3,28,0,10.6,24.8,14.0,96.6,65.5,71.1,59.0,96.89,40,100.0,46.08,75.52,Safe
793040,Meghalaya,Williamnagar New,Hill Station,2024,4057,3,73.95,0,0,0,0,2,1,0,0,0,1,0,4,701,5,203,0,0.0,13,6,0,2,0,4,0,0,53.8,3225.5,0.287,21.1,8.8,17,-4,19.5,4.8,12.7,68.1,31.3,68.7,75.5,90.76,10,100.0,37.95,63.56,Moderate Risk
793044,Meghalaya,Tura Hill,Commercial Hub,2019,15773,13,82.42,0,3,4,0,2,4,0,0,4,0,0,0,0,0,0,1,6.8,11,0,0,7,0,6,0,0,19.3,2587.5,0.372,32.3,18.3,17,-2,53.3,39.3,17.5,95.3,58.1,101.4,112.4,89.7,94,100.0,76.22,92.22,Very Safe
793044,Meghalaya,Tura Hill,Commercial Hub,2020,15931,9,56.49,0,0,0,1,5,3,0,0,1,0,1,2,1482,0,0,2,4.9,17,0,0,11,0,14,2,0,23.7,2907.3,0.373,36.4,17.6,20,-16,23.4,42.0,21.6,74.8,141.3,113.4,145.4,92.94,76,100.0,72.36,87.56,Very Safe
793044,Meghalaya,Tura Hill,Commercial Hub,2021,16088,6,37.29,0,2,1,0,2,1,0,0,3,0,1,4,1927,0,0,2,5.3,11,0,0,7,0,9,0,0,19.6,3870.9,0.364,34.2,18.6,19,6,65.7,7.3,3.2,67.5,60.5,106.4,111.6,95.34,64,100.0,62.69,83.84,Very Safe
793044,Meghalaya,Tura Hill,Commercial Hub,2022,16246,7,43.09,0,0,2,0,4,1,0,1,3,0,0,7,4025,4,1529,2,7.0,11,0,0,7,0,11,0,0,7.3,1213.9,0.202,34.3,12.7,14,6,18.9,26.5,6.8,76.8,102.1,64.7,112.5,94.61,22,100.0,53.04,70.02,Safe
793044,Meghalaya,Tura Hill,Commercial Hub,2023,16404,7,42.67,1,0,2,2,1,1,0,0,2,0,3,2,2333,5,819,0,0.0,11,0,0,4,0,3,0,0,7.1,3775.8,0.103,35.9,12.1,25,5,61.4,8.6,11.0,91.2,72.9,149.9,84.6,94.67,58,100.0,67.76,82.31,Very Safe
793044,Meghalaya,Tura Hill,Commercial Hub,2024,16561,9,54.34,0,3,2,0,3,1,0,2,7,0,0,3,2376,2,1279,3,3.3,12,0,0,5,0,11,0,0,15.9,2330.4,0.159,30.7,19.6,16,-1,36.1,26.6,8.4,78.9,66.2,141.4,143.1,93.21,52,100.0,73.6,80.58,Very Safe
793051,Meghalaya,Jowai Market,Rural,2019,4345,0,0.0,0,0,0,0,0,0,0,0,0,0,4,2,648,2,191,1,6.7,11,2,0,0,0,0,0,0,78.9,3898.3,0.375,37.3,15.8,13,19,15.9,10.3,2.3,61.5,50.1,33.2,49.3,100.0,58,95.0,29.54,79.1,Safe
793051,Meghalaya,Jowai Market,Rural,2020,4388,0,0.0,0,0,0,0,0,0,0,0,0,0,3,7,891,5,127,0,0.0,7,3,0,1,0,2,0,0,27.4,1205.9,0.284,33.9,13.9,28,4,17.3,5.2,2.9,62.8,37.9,48.6,34.7,100.0,10,100.0,28.03,65.8,Safe
793051,Meghalaya,Jowai Market,Rural,2021,4431,1,22.57,0,0,0,0,1,0,0,0,0,0,2,10,1270,0,0,6,6.4,12,4,0,1,0,1,0,0,61.7,2261.1,0.259,31.5,9.3,17,-11,8.3,7.3,1.1,60.6,39.1,41.2,56.7,97.18,0,100.0,28.15,61.83,Moderate Risk
793051,Meghalaya,Jowai Market,Rural,2022,4475,3,67.04,0,1,0,0,1,0,1,0,1,0,2,3,697,3,293,1,4.3,17,1,0,0,0,0,0,0,88.9,1184.5,0.348,36.4,18.9,22,-6,11.0,3.2,4.4,70.8,46.9,44.8,53.5,91.62,52,95.0,28.68,74.28,Safe
793051,Meghalaya,Jowai Market,Rural,2023,4518,2,44.27,0,0,0,0,1,0,1,0,0,0,4,3,1330,4,393,2,7.2,10,0,0,0,0,0,0,0,73.7,2105.9,0.144,33.2,18.9,25,-18,24.3,15.3,6.1,85.7,52.0,34.3,34.9,94.47,46,95.0,35.63,74.18,Safe
793051,Meghalaya,Jowai Market,Rural,2024,4562,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5,1073,3,224,3,4.8,13,4,0,1,0,2,0,0,38.3,1258.0,0.191,32.3,9.1,16,-1,11.6,17.0,3.5,78.5,24.4,42.4,47.7,100.0,10,100.0,34.7,66.47,Safe
793054,Meghalaya,Nongpoh Market,Rural,2019,1999,1,50.03,0,0,0,0,1,0,0,0,0,0,4,2,227,1,183,1,3.6,15,0,0,0,0,0,0,0,83.2,3067.2,0.203,31.2,11.3,14,-10,7.3,5.5,7.5,76.0,23.6,47.9,46.3,93.75,76,95.0,28.76,82.24,Very Safe
793054,Meghalaya,Nongpoh Market,Rural,2020,2019,0,0.0,0,0,0,0,0,0,0,0,0,0,3,6,170,3,151,2,5.3,14,5,0,2,0,3,0,0,20.7,1249.8,0.31,30.5,17.5,19,-12,26.3,11.2,1.9,74.3,47.2,42.4,36.9,100.0,4,100.0,34.29,64.63,Moderate Risk
793054,Meghalaya,Nongpoh Market,Rural,2021,2039,0,0.0,0,0,0,0,0,0,0,0,0,0,1,6,312,3,54,3,4.3,17,0,0,0,0,0,0,0,57.6,3629.7,0.306,28.5,19.1,19,-3,22.5,3.2,4.6,74.3,26.0,34.9,32.8,100.0,28,95.0,28.12,69.96,Safe
793054,Meghalaya,Nongpoh Market,Rural,2022,2059,1,48.57,0,0,0,1,0,0,0,1,1,0,3,3,499,7,76,1,4.0,13,2,0,0,0,0,0,0,67.9,2739.5,0.321,32.5,14.9,13,-17,20.1,2.4,4.5,65.7,50.9,52.0,33.0,93.93,22,95.0,28.29,66.05,Safe
793054,Meghalaya,Nongpoh Market,Rural,2023,2079,1,48.1,0,1,0,0,0,0,0,1,2,0,3,4,452,1,112,3,6.8,10,1,0,0,0,0,0,0,99.0,3767.3,0.151,29.9,14.2,15,-8,24.4,13.6,5.2,74.4,19.4,40.0,51.4,93.99,46,95.0,36.47,74.09,Safe
793054,Meghalaya,Nongpoh Market,Rural,2024,2099,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3,210,4,177,2,6.9,8,1,0,0,0,0,0,0,83.8,1684.6,0.382,31.3,13.0,18,-6,18.5,3.1,6.1,79.6,45.4,37.2,48.7,100.0,40,95.0,30.25,73.77,Safe
793058,Meghalaya,Williamnagar Colony,Industrial Area,2019,13092,7,53.47,0,0,3,0,3,1,0,2,3,0,0,4,2118,1,390,1,3.1,18,0,0,7,0,8,0,0,16.5,3826.7,0.139,37.9,19.8,17,18,32.7,33.4,11.3,67.0,61.4,109.3,70.1,93.32,64,100.0,58.88,82.75,Very Safe
793058,Meghalaya,Williamnagar Colony,Industrial Area,2020,13223,10,75.63,0,0,2,0,6,0,2,1,1,0,2,1,2678,0,0,1,7.1,10,0,0,3,0,3,0,0,44.8,1040.9,0.291,35.1,16.0,14,10,27.3,13.4,18.5,67.9,106.8,55.6,116.8,90.55,88,100.0,47.88,87.88,Very Safe
793058,Meghalaya,Williamnagar Colony,Industrial Area,2021,13354,2,14.98,0,0,1,0,0,1,0,0,1,0,2,2,3233,2,858,1,4.6,3,0,0,4,0,9,0,0,36.7,1260.3,0.259,34.4,13.9,23,-12,48.1,23.8,7.6,95.3,107.1,75.9,79.9,98.13,70,100.0,59.83,86.33,Very Safe
